id,features
109191,"[0.687831699848175, -0.025206001475453377, -0.10748599469661713, -0.2591627240180969, -0.020870737731456757, -0.11146730184555054, -0.4165240526199341, -0.6921007633209229, -0.27552077174186707, -0.601453423500061]"
110501,"[-0.9248847365379333, 1.6192798614501953, -0.8271387815475464, -0.1491698920726776, 0.769302248954773, -0.9297024607658386, -1.4880207777023315, -0.84635990858078, 2.1136927604675293, 1.1249932050704956]"
110591,"[0.7427043914794922, -0.8740141987800598, -1.5531240701675415, -1.3962477445602417, -1.6654263734817505, 0.5912691950798035, -0.7836675047874451, -0.18875649571418762, 1.3766151666641235, 0.19681710004806519]"
110771,"[-0.2896209955215454, -0.5473875403404236, 0.021945293992757797, -0.6688506603240967, -0.20352132618427277, 0.5831106901168823, -1.8763786554336548, 1.3507153987884521, 0.3078090250492096, 0.19807814061641693]"
111781,"[-2.0605928897857666, 0.37835752964019775, 0.20896634459495544, 0.5517568588256836, -2.0792336463928223, 1.140960931777954, 0.197885200381279, 0.41201916337013245, -2.8410072326660156, -0.909388542175293]"
111901,"[-0.4050960838794708, 0.10358580201864243, -0.17780917882919312, 0.6518928408622742, 0.3359365463256836, 0.27833038568496704, 0.08319232612848282, 0.004578947555273771, 0.5318819284439087, -0.6311677098274231]"
111921,"[1.013501763343811, 1.1258704662322998, -1.7884321212768555, -2.6268911361694336, -2.0337462425231934, -0.6665951609611511, 0.5884663462638855, 2.3822555541992188, -0.2551778256893158, 0.6975201964378357]"
112171,"[2.0299253463745117, -1.8678895235061646, 0.4342872202396393, -1.2622652053833008, 0.6419601440429688, 0.24221129715442657, -0.4667647182941437, -0.30003994703292847, 0.8362677693367004, -0.008620750159025192]"
112421,"[-1.9684035778045654, 1.8256789445877075, -0.08443919569253922, 0.5325184464454651, -3.1800076961517334, -1.4657078981399536, 0.3046366274356842, 0.3803535997867584, -0.5999594330787659, -1.4734503030776978]"
112911,"[-0.16812562942504883, 0.5031672716140747, -0.7781325578689575, 0.5040105581283569, -0.8935350179672241, 0.2693383991718292, 0.29944857954978943, 0.312472403049469, -1.8728951215744019, 0.7267479300498962]"
113741,"[-1.1676229238510132, -0.11920905113220215, -0.7130735516548157, -1.8747845888137817, -2.6171646118164062, -0.9023690223693848, 2.671696662902832, -0.5299696922302246, 0.8084234595298767, 1.6088500022888184]"
115721,"[0.4252445101737976, -0.118862584233284, 0.17306390404701233, 0.32134947180747986, 0.44774067401885986, 0.5936791300773621, 0.08013223856687546, -0.08668207377195358, 0.30848783254623413, -0.9761602878570557]"
115921,"[1.8268404006958008, -0.9302722811698914, 0.49824801087379456, -0.011048217304050922, 1.4133734703063965, 0.14560219645500183, 0.32230809330940247, -0.2774863839149475, -0.5027018189430237, 1.2179327011108398]"
116161,"[0.1191735491156578, 0.2365299016237259, -2.2307093143463135, 1.1268919706344604, -0.8597093820571899, -0.4302748441696167, -0.3898118734359741, 0.4749239981174469, 0.48034000396728516, -0.6664608120918274]"
116991,"[-0.18096189200878143, -0.32668110728263855, 0.9001073241233826, -1.2092734575271606, 0.6104709506034851, -0.24460603296756744, 0.26222023367881775, -0.4267209470272064, 0.0570082925260067, -1.0161807537078857]"
117851,"[-1.2631717920303345, 1.1621967554092407, -0.37701162695884705, 0.541233241558075, -0.7276845574378967, -0.709998607635498, -0.06823208928108215, 1.0607502460479736, 0.12732753157615662, -0.8642852306365967]"
117871,"[0.6797705292701721, 0.46864715218544006, -0.28514015674591064, -2.875486135482788, 1.356012225151062, -0.31671127676963806, -0.34453874826431274, -0.01869061589241028, 2.118346929550171, 1.1184765100479126]"
117881,"[-1.1677073240280151, -1.1109241247177124, 1.8080172538757324, -0.39854341745376587, -0.7383804321289062, 0.902111828327179, -0.4784962832927704, -1.9099587202072144, 1.0440504550933838, -0.5209802985191345]"
119141,"[0.041447728872299194, 0.9214504361152649, -1.2549314498901367, -0.2819763422012329, -1.1038830280303955, 2.4680309295654297, -1.3140619993209839, 0.27779096364974976, 0.8843783140182495, -1.1694997549057007]"
121231,"[-0.8680046200752258, 0.6130737066268921, 0.6313204765319824, 1.19502592086792, -0.3355367183685303, 0.10297035425901413, 2.406008005142212, 0.8145466446876526, -0.7596375942230225, -1.9685019254684448]"
123061,"[-0.3156684935092926, -1.127004861831665, -0.7952988743782043, -0.8011147379875183, 0.16258245706558228, -0.5038653612136841, 0.37666499614715576, 1.283429741859436, 0.15103136003017426, 1.224276065826416]"
124691,"[0.2005620151758194, -0.3166263997554779, -0.9924084544181824, -0.11828792840242386, -0.7111685276031494, 0.09078163653612137, 0.06507054716348648, -0.012736869975924492, -0.10360678285360336, -0.138827383518219]"
133771,"[1.6951574087142944, 0.18052591383457184, 1.0375479459762573, -1.0075643062591553, 1.473017930984497, 0.13021300733089447, -1.3753737211227417, -0.3400823771953583, 0.3574390709400177, 3.755657196044922]"
135861,"[0.9477591514587402, -0.8654962778091431, -0.29089826345443726, 0.30472782254219055, 0.2112130969762802, -0.8125861287117004, -1.3118151426315308, -0.27453187108039856, 0.6902889013290405, 1.1969422101974487]"
136331,"[0.08421527594327927, 0.04120641574263573, 0.36757612228393555, 0.1673482060432434, 0.19781866669654846, -0.09855308383703232, 0.10919348895549774, -0.17454026639461517, 0.23046548664569855, -0.2978881895542145]"
140301,"[1.1243184804916382, 1.0664305686950684, -0.8291972279548645, -0.20707620680332184, 0.32954686880111694, 1.182464838027954, -0.2332228720188141, -1.3245545625686646, 1.1576950550079346, 0.9119824767112732]"
140581,"[0.9209214448928833, -0.2880641222000122, 0.10766921937465668, 0.4339064955711365, 1.9330190420150757, -0.1247222051024437, 0.9861112833023071, -1.0239698886871338, 1.3506319522857666, -1.5189964771270752]"
140711,"[0.24634532630443573, -0.07620823383331299, 1.2529103755950928, -0.4826306104660034, -1.1147782802581787, 2.3070411682128906, 0.6552042365074158, -0.6594895720481873, 0.6228305697441101, -1.0714908838272095]"
147821,"[-1.1130497455596924, -0.6886530518531799, 0.07735173404216766, 0.7960460782051086, 1.1497478485107422, -0.9101001620292664, 0.1434471756219864, 0.2870956063270569, -1.1817823648452759, -0.48219063878059387]"
148671,"[-2.900535821914673, 0.6355980634689331, -0.13156256079673767, 0.15212967991828918, 1.222163438796997, -0.8140693306922913, 0.6399056315422058, 0.8173702955245972, -1.7253309488296509, 0.87522953748703]"
151441,"[-0.8285131454467773, 0.966559648513794, -1.1235333681106567, -1.4295432567596436, 0.06060480698943138, 0.2089243233203888, 0.9792658686637878, 0.4919489026069641, -0.3603561222553253, -0.36371558904647827]"
151981,"[1.3699042797088623, 0.38963523507118225, -1.7075926065444946, -0.6798847317695618, 0.5091549158096313, 0.3537968695163727, -0.4649629294872284, 0.8665485382080078, -1.8867243528366089, -0.7428401708602905]"
152061,"[-0.5501877665519714, -0.4406442642211914, -0.8865007162094116, 0.20038169622421265, 1.333297610282898, -1.7055310010910034, 0.9658002257347107, 0.72175133228302, -0.2463434934616089, 0.9290280342102051]"
152081,"[1.1326782703399658, 1.2208458185195923, 1.484496831893921, 0.7839540839195251, 0.736140787601471, 0.22739538550376892, -1.1592280864715576, -0.9594553112983704, -1.763802170753479, 2.1167209148406982]"
152591,"[1.8689179420471191, 0.20339368283748627, -1.2686325311660767, -0.26074424386024475, 1.6126571893692017, 0.6837020516395569, -0.048467498272657394, 0.10405804216861725, -0.14006730914115906, 2.3174877166748047]"
154941,"[-0.5805444717407227, 1.4586559534072876, 0.8732959628105164, 1.0775160789489746, 0.8227402567863464, -0.4229229986667633, 1.5413259267807007, 1.2792305946350098, 0.1820472925901413, -1.25705885887146]"
155181,"[-0.34222888946533203, 0.7484503984451294, 0.6062322854995728, 0.17430439591407776, 0.6599294543266296, -0.5488841533660889, -0.9788434505462646, 0.618278443813324, -0.7657782435417175, 0.9612589478492737]"
157361,"[-0.45051106810569763, 1.3862301111221313, 1.3094475269317627, 0.02957942709326744, 1.432477593421936, 0.25516045093536377, -1.3321031332015991, 0.61239093542099, 0.46910446882247925, 0.5705249905586243]"
159061,"[0.96467125415802, -1.113178014755249, -0.5439051985740662, 1.5091935396194458, 0.29902979731559753, -0.1486566960811615, -0.8943027853965759, -1.504786491394043, 1.7118839025497437, 0.1419176161289215]"
159441,"[-0.3366340696811676, 0.46867144107818604, -0.8450709581375122, -0.5487242341041565, -0.07387808710336685, -0.11778802424669266, -0.47502294182777405, -0.01204698346555233, -1.1336308717727661, -0.21323725581169128]"
159811,"[0.18363767862319946, 0.18228189647197723, 1.727757215499878, 0.2658628225326538, -1.072765827178955, 1.4372366666793823, -1.6875016689300537, -1.8280551433563232, -0.24696969985961914, 2.058703899383545]"
160271,"[-0.7115499973297119, 0.04629448801279068, -0.032780129462480545, -0.728464663028717, -1.518966555595398, 0.1763772964477539, -0.8730843663215637, 1.5232521295547485, -0.21410055458545685, -0.3859642446041107]"
161131,"[-0.8287843465805054, 0.8180713057518005, 1.267333745956421, -0.2396928369998932, -2.9052040576934814, 1.39332115650177, -1.4192484617233276, 0.3642030656337738, -0.26108914613723755, -0.6218557953834534]"
163771,"[-0.20680469274520874, 0.614867091178894, 1.5355433225631714, -0.6074644327163696, -1.8771244287490845, 0.2500354051589966, -1.3586269617080688, 0.09382235258817673, -1.4829635620117188, 0.36491847038269043]"
163971,"[0.7190508842468262, -1.2196258306503296, -0.8736256957054138, -1.3137695789337158, 1.3731011152267456, 0.6857237219810486, -0.2082299143075943, -1.2103581428527832, -1.0437099933624268, -0.12383271753787994]"
164981,"[0.4340658485889435, -1.0150222778320312, -0.3650504946708679, 1.8412957191467285, 0.48184001445770264, -1.6777267456054688, 0.15201255679130554, 0.2872135043144226, -0.29714444279670715, -0.6354172229766846]"
165101,"[0.9129204750061035, 0.28760719299316406, -1.3814656734466553, -0.1258733570575714, -0.9342275857925415, 0.2175699770450592, 0.3346322178840637, -0.13026459515094757, -0.6169643402099609, -0.3795291781425476]"
165141,"[-0.36694449186325073, 0.8642367720603943, 1.2640819549560547, 1.0930464267730713, 1.1062506437301636, 1.1484620571136475, 0.5872616767883301, 0.624699592590332, -1.582962989807129, -1.5356680154800415]"
165551,"[-0.23840349912643433, 1.3493609428405762, -0.17789305746555328, 1.717978596687317, 2.9672863483428955, 0.42654260993003845, -0.478483647108078, 0.39796340465545654, 1.0244947671890259, 0.8119875192642212]"
166291,"[-0.9998474717140198, -0.6118673086166382, -0.5691862106323242, 0.6498620510101318, 0.32771700620651245, -1.1186680793762207, -0.44949260354042053, 1.4968364238739014, -2.2239952087402344, 0.041379738599061966]"
166461,"[1.2434667348861694, -1.0179524421691895, -0.08714665472507477, 1.4314435720443726, -0.3755384087562561, -1.044103741645813, 0.5776270627975464, -2.1878368854522705, 2.9807088375091553, 0.10020262002944946]"
170311,"[-0.13316723704338074, -0.11848154664039612, 0.6852782368659973, 1.2651078701019287, -1.4451838731765747, 0.16771775484085083, -0.1819980889558792, -1.3914722204208374, -1.4628682136535645, -0.24297508597373962]"
170571,"[-0.02133784070611, 1.7383404970169067, 0.34959685802459717, 1.5435371398925781, -0.4171500504016876, 0.6788833141326904, -1.7264175415039062, -0.6010029911994934, 0.3483586013317108, 0.7853581309318542]"
171011,"[-0.229103684425354, -2.4310245513916016, 0.022044500336050987, 0.7971490621566772, 0.5474261045455933, -0.36968427896499634, -1.779597282409668, -1.6459158658981323, -0.7569308876991272, -0.4468823969364166]"
171561,"[0.0647299587726593, 0.10024051368236542, 0.11424685269594193, 0.26617002487182617, -0.2026466280221939, -0.01727037876844406, 0.015650365501642227, -0.06567729264497757, 0.16139225661754608, -0.18123343586921692]"
171751,"[-0.04064571484923363, -1.7097076177597046, -0.155042827129364, -1.4933228492736816, 0.22202415764331818, 1.0818744897842407, -0.15259842574596405, 0.22581198811531067, 0.8331586718559265, 1.5819872617721558]"
173161,"[0.5534816980361938, 2.150099039077759, 0.5941798686981201, 0.6072342991828918, 0.2972717583179474, 1.3058571815490723, -0.7426289916038513, -0.12166251987218857, -0.05091509968042374, 1.689982533454895]"
173291,"[0.5234172344207764, 1.714024543762207, -0.008294470608234406, -1.1577389240264893, -1.1293226480484009, 1.8368241786956787, 0.8604907989501953, -0.215282142162323, -1.3906184434890747, -0.5761154294013977]"
173591,"[0.7945113778114319, -0.5639674067497253, 0.6397031545639038, 1.5126957893371582, -2.4152402877807617, -0.7026063799858093, 2.016903877258301, 0.37389394640922546, 0.7375215291976929, 1.4500007629394531]"
173691,"[0.33028271794319153, -0.4870481491088867, -0.25779643654823303, -0.09660780429840088, -0.07336558401584625, 0.09540446102619171, -0.10280874371528625, -0.315638929605484, -0.18743082880973816, 0.06039922311902046]"
173941,"[1.563599705696106, -1.0002473592758179, 0.5915002822875977, -0.41651082038879395, 0.011945560574531555, -0.989320695400238, 0.1665322184562683, 0.5830678939819336, -0.6658759117126465, 0.7439212799072266]"
175661,"[1.4902456998825073, 0.5850352644920349, 0.4779404103755951, 0.4825119078159332, 0.7521135210990906, 0.1674027144908905, -0.3231794834136963, 1.248634934425354, -0.5728144645690918, -1.4303646087646484]"
176101,"[2.0312740802764893, 0.5068519115447998, -0.0016492611030116677, 1.84026300907135, 0.6819140315055847, -0.6532823443412781, -0.37869927287101746, 0.6469867825508118, 2.610581636428833, -0.3769512176513672]"
176211,"[-1.768332600593567, -0.456900030374527, 0.018306992948055267, 0.5474076867103577, -1.107755184173584, 0.05161920189857483, -0.34686657786369324, -0.19307991862297058, 0.6196862459182739, -0.9099302291870117]"
176371,"[1.4970523118972778, -3.2062973976135254, 1.1220189332962036, 0.5709217190742493, -1.0518568754196167, 0.047415830194950104, 0.49587711691856384, 0.07308445870876312, 0.5510444641113281, 1.889350414276123]"
176751,"[-1.7035290002822876, -0.44654202461242676, 1.8981198072433472, -0.4151582419872284, 0.07335243374109268, -1.6441302299499512, 1.6093542575836182, -1.1581753492355347, 0.013113616965711117, -0.7150321006774902]"
177651,"[1.5848839282989502, 1.1255487203598022, -0.8285148739814758, 1.327429175376892, 1.6706171035766602, 0.007055873982608318, 0.6277183294296265, 0.3276386260986328, 0.4062681794166565, -1.0885547399520874]"
178061,"[0.05680984631180763, -1.1561211347579956, -2.2790122032165527, -0.4992627799510956, 0.09017779678106308, 0.9639973044395447, 0.9108343720436096, -1.3002281188964844, -2.593843698501587, 2.280531883239746]"
178521,"[0.808998703956604, -1.3324675559997559, -0.3135528266429901, 1.1063143014907837, -1.077100396156311, -0.6294987797737122, -0.3951156735420227, -0.14258313179016113, -1.9200303554534912, -1.3652756214141846]"
179221,"[0.4719390273094177, -0.7837358117103577, -0.46254563331604004, 1.5540204048156738, 0.2764059603214264, -0.25409045815467834, 1.2773010730743408, -0.3485523462295532, 0.7531968951225281, -0.5549455285072327]"
179401,"[3.1046972274780273, 1.368924856185913, -0.5359194278717041, 1.2593111991882324, -0.4235769510269165, 1.583603024482727, 0.4366700351238251, 0.9351809620857239, 0.0986332893371582, 1.8430246114730835]"
180031,"[0.020280787721276283, 0.5360314846038818, 0.5383203625679016, 2.4387154579162598, 1.019411563873291, -0.3515523374080658, -0.6431471109390259, -0.13743552565574646, 0.5145481824874878, -0.04429049417376518]"
180091,"[0.5014396905899048, 0.10539723932743073, 0.9609786868095398, 0.28264957666397095, -1.2116912603378296, 1.1712208986282349, 0.9542421102523804, -0.19865913689136505, -0.9915777444839478, -0.4467422366142273]"
180261,"[-0.619637668132782, 0.5410317182540894, -0.2015988975763321, -0.40354353189468384, -0.13694247603416443, -0.3208761215209961, -1.3794704675674438, 0.20759673416614532, 0.06841149181127548, -0.004584728740155697]"
180341,"[-0.8754515647888184, 1.0324902534484863, -0.46037396788597107, -1.125261664390564, 0.40769442915916443, 1.0997076034545898, -0.22313709557056427, 0.08357325941324234, 1.1548664569854736, 0.39804887771606445]"
181701,"[-1.3814473152160645, -1.128709077835083, 1.0397711992263794, 0.7683965563774109, 0.2287411093711853, -1.2934657335281372, 0.793485164642334, -1.0575188398361206, -0.41915422677993774, -1.1132210493087769]"
182871,"[1.6787288188934326, -0.2556983232498169, -0.1387719362974167, 0.42715078592300415, 0.4707772433757782, -0.7675110101699829, -0.03590421751141548, -0.7375287413597107, -0.7770009636878967, -2.413444995880127]"
